SR.NO,Country,Active military,Reserve military,Paramilitary_x,Total_x,"Per 1,000 capita(active)","Per 1,000 capita(total)",Code,Type,Indicator Name,1960_x,1961_x,1962_x,1963_x,1964_x,1965_x,1966_x,1967_x,1968_x,1969_x,1970_x,1971_x,1972_x,1973_x,1974_x,1975_x,1976_x,1977_x,1978_x,1979_x,1980_x,1981_x,1982_x,1983_x,1984_x,1985_x,1986_x,1987_x,1988_x,1989_x,1990_x,1991_x,1992_x,1993_x,1994_x,1995_x,1996_x,1997_x,1998_x,1999_x,2000_x,2001_x,2002_x,2003_x,2004_x,2005_x,2006_x,2007_x,2008_x,2009_x,2010_x,2011_x,2012_x,2013_x,2014_x,2015_x,2016_x,2017_x,2018_x,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960_y,1961_y,1962_y,1963_y,1964_y,1965_y,1966_y,1967_y,1968_y,1969_y,1970_y,1971_y,1972_y,1973_y,1974_y,1975_y,1976_y,1977_y,1978_y,1979_y,1980_y,1981_y,1982_y,1983_y,1984_y,1985_y,1986_y,1987_y,1988_y,1989_y,1990_y,1991_y,1992_y,1993_y,1994_y,1995_y,1996_y,1997_y,1998_y,1999_y,2000_y,2001_y,2002_y,2003_y,2004_y,2005_y,2006_y,2007_y,2008_y,2009_y,2010_y,2011_y,2012_y,2013_y,2014_y,2015_y,2016_y,2017_y,2018_y,2019,2020,Total_y,country_code,Active Personnel,Aircraft Carriers,Armored Vehicles,Attack Helicopters,Available Manpower,Coastline Coverage,Corvettes,Dedicated Attack,Defense Budget,Destroyers,External Debt,Fighters/Interceptors,Fit-for-Service,Foreign Exchange/Gold,Frigates,Helicopter Carriers,Helicopters,Labor Force,Merchant Marine Fleet,Mine Warfare,Navy Ships,Oil Consumption,Oil Production,Oil Proven Reserves,Paramilitary_y,Patrol Vessels,Ports / Trade Terminals,Purchasing Power Parity,Railway Coverage,Reaching Mil Age Annually,Reserve Personnel,Roadway Coverage,Rocket Projectors,Self-Propelled Artillery,Shared Borders,Special-Mission,Square Land Area,Submarines,Tanker Fleet,Tanks,Total Aircraft Strength,Total Population,Towed Artillery,Trainers,Transports,Waterways (usable)
12.0,Bahrain,8200.0,0.0,11260.0,19460.0,5.7,13.5,BHR,Country,Military expenditure (current USD),,,,,,,,,,,,11583922.36,12539956.86,16765508.09,26346455.9,16434892.54,26289247.45,40439782.64,116143119.3,157225700.1,175066313.0,239361702.1,311170212.8,183510638.3,164893617.0,167553191.5,178191489.4,178191489.4,207446808.5,218085106.4,239361702.1,263297872.3,279255319.1,279255319.1,284574468.1,303191489.4,321808510.6,321808510.6,329787234.0,364361702.1,359042553.2,372340425.5,444148936.2,515957446.8,531914893.6,513297872.3,574202127.7,642553191.5,719946808.5,828191489.4,842819148.9,1033510638.0,1182180851.0,1347606383.0,1475265957.0,1442021277.0,1505534574.0,1532712766.0,1396808511.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,0.0,7.0,0.0,1.0,,,2.0,9.0,8.0,19.0,40.0,59.0,10.0,131.0,55.0,134.0,250.0,137.0,71.0,362.0,68.0,42.0,1.0,8.0,71.0,51.0,198.0,8.0,,299.0,28.0,54.0,1.0,10.0,66.0,63.0,27.0,21.0,,103.0,1.0,26.0,72.0,1.0,17.0,26.0,29.0,65.0,15.0,31.0,2698.0,BAH,10000.0,0.0,833.0,22.0,824542.0,161.0,2.0,0.0,1538800000.0,0.0,52150000000.0,110.0,702387.0,2349000000.0,1.0,0.0,51.0,831600.0,205.0,0.0,48.0,61000.0,40000.0,124600000.0,3000.0,44.0,2.0,70000000000.0,0.0,16796.0,0.0,4122.0,17.0,38.0,0.0,0.0,760.0,0.0,0.0,180.0,110.0,1526929.0,26.0,37.0,3.0,0.0
13.0,Bangladesh,163050.0,0.0,63900.0,226950.0,1.0,1.4,BGD,Country,Military expenditure (current USD),,,,,,,,,,,,,,48606800.13,72298235.04,80830559.47,105287729.1,128522908.8,134871031.7,136251932.9,167255351.2,174106138.7,184674562.5,231804492.5,244337571.5,224948007.1,248796417.2,288311839.7,331995586.6,378796135.2,373023439.0,381720110.1,427723625.0,471044672.3,547417522.2,620095155.9,638958844.8,681915124.0,701585600.4,737412573.6,740798160.0,705481695.2,681816161.7,719442956.9,770641160.3,773677668.2,829682794.8,953464223.6,1030020018.0,1258791157.0,1624625086.0,1801539802.0,1823425076.0,2047989071.0,2355991525.0,2815281641.0,3239738758.0,3594007980.0,3894695211.0,,,,,,,,,,,,,,,,,,,,,,10.0,2.0,76.0,44.0,39.0,70.0,62.0,45.0,1.0,55.0,62.0,128.0,109.0,59.0,81.0,4.0,1.0,242.0,301.0,187.0,79.0,113.0,44.0,61.0,119.0,7.0,27.0,1.0,186.0,203.0,281.0,33.0,8.0,32.0,10.0,221.0,88.0,12.0,,36.0,117.0,184.0,649.0,203.0,636.0,449.0,330.0,151.0,738.0,57.0,6647.0,BNG,165000.0,0.0,837.0,0.0,80408421.0,580.0,6.0,0.0,3890400000.0,0.0,50260000000.0,190.0,64326737.0,33420000000.0,7.0,0.0,66.0,66640000.0,468.0,5.0,112.0,106000.0,3000.0,28000000.0,6800000.0,30.0,3.0,800000000000.0,2460.0,3117878.0,0.0,369105.0,69.0,27.0,4413.0,2.0,143998.0,2.0,0.0,320.0,190.0,164098818.0,371.0,63.0,13.0,8370.0
14.0,Barbados,610.0,430.0,0.0,1040.0,2.1,3.6,BRB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,10.0,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,Belarus,45350.0,289500.0,110000.0,444850.0,4.8,46.7,BLR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179081676.9,182805614.6,249384139.4,227586087.3,165903848.9,140326204.7,177697841.7,204364237.4,231563860.4,314314017.8,452684068.3,631831238.1,746943264.0,883027522.9,675426505.1,767699285.9,756277351.3,817069894.1,971107820.3,1010827014.0,723659955.0,597207572.1,631145399.2,715166688.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,41.0,,,,,,6.0,140.0,,,3.0,,75.0,75.0,75.0,66.0,98.0,117.0,147.0,142.0,333.0,13.0,1373.0,BLR,45000.0,0.0,1510.0,21.0,5004176.0,0.0,0.0,67.0,723120000.0,0.0,39847000000.0,201.0,3701202.0,7315000000.0,0.0,0.0,62.0,4381000.0,4.0,0.0,0.0,141000.0,30000.0,198000000.0,110000.0,0.0,1.0,180000000000.0,5528.0,103860.0,290000.0,86600.0,238.0,482.0,3599.0,0.0,207600.0,0.0,0.0,601.0,201.0,9441842.0,228.0,30.0,4.0,2500.0
16.0,Belgium,26300.0,5100.0,0.0,31400.0,2.3,2.7,BEL,Country,Military expenditure (current USD),383220247.4,391218827.4,422220787.9,444601321.5,497059226.9,500722082.8,563377895.4,607918707.2,646381114.5,675078864.4,747755088.9,828721558.4,1026588091.0,1296519775.0,1482318436.0,1927662478.0,2109619988.0,2496513862.0,3166647025.0,3631580468.0,3958575327.0,3385176171.0,2891774968.0,2671831608.0,2407447484.0,2428223977.0,3404311038.0,4162992929.0,4097149308.0,3880733006.0,4644324241.0,4624500746.0,4131298112.0,3746042851.0,3944101813.0,4449014835.0,4241865968.0,3684095389.0,3664288413.0,3598447520.0,3190805233.0,3036035472.0,3147146017.0,3875697772.0,4262663513.0,4228224643.0,4307895341.0,5163979974.0,6295821584.0,5620670063.0,5244720513.0,5499370964.0,5168997834.0,5263164883.0,5191509381.0,4202062770.0,4314102067.0,4484652582.0,4959692173.0,198.0,485.0,972.0,1098.0,604.0,361.0,682.0,680.0,897.0,179.0,92.0,132.0,188.0,569.0,644.0,507.0,101.0,35.0,216.0,233.0,509.0,489.0,492.0,580.0,111.0,128.0,177.0,180.0,421.0,786.0,574.0,522.0,438.0,583.0,575.0,294.0,98.0,106.0,422.0,218.0,321.0,134.0,49.0,77.0,50.0,17.0,3.0,53.0,55.0,58.0,35.0,29.0,48.0,21.0,15.0,3.0,27.0,174.0,203.0,90.0,32.0,21.0,32.0,46.0,104.0,56.0,4.0,7.0,1.0,9.0,90.0,18443.0,BEL,26000.0,0.0,854.0,0.0,4829325.0,67.0,0.0,0.0,5513710000.0,0.0,1317513000000.0,115.0,3816345.0,26160000000.0,2.0,0.0,20.0,4122000.0,201.0,5.0,17.0,648600.0,0.0,0.0,0.0,2.0,8.0,560000000000.0,3592.0,117788.0,7000.0,118414.0,0.0,0.0,1297.0,0.0,30528.0,0.0,0.0,0.0,115.0,11778842.0,0.0,43.0,8.0,2043.0
17.0,Belize,1500.0,700.0,150.0,2350.0,3.9,6.1,BLZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,2079250.0,2576875.0,2899750.0,3256125.0,3263000.0,,,,4355375.0,4768750.0,4732875.0,5292125.0,6130375.0,7899375.0,8052875.0,7965875.0,9395000.0,,,7116125.0,7454662.5,7829937.5,8552225.0,9486150.0,10710962.5,12283037.5,13759075.0,18717737.5,17267537.5,15337250.0,15416250.0,15219125.0,17778875.0,19916875.0,19717625.0,21712887.5,23456750.0,23083112.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,Benin,7250.0,0.0,4800.0,12050.0,0.6,1.1,BEN,Country,Military expenditure (current USD),1301005.322,2173203.947,2734537.618,2963071.799,3803662.454,3994923.713,3724387.206,3910553.209,4293821.825,4015987.013,4099087.202,4285361.496,4904216.992,6698401.446,6447726.47,7857666.124,7160493.827,10147346.14,8552841.493,17562828.48,23617947.75,17186114.21,16554779.89,17765951.31,21237787.7,19810222.52,26277338.54,35602937.41,36931589.27,28525930.38,32817291.98,,,,,,,,,17843134.39,14496275.16,13112535.62,26000447.64,34544046.8,41780478.34,44706029.56,46786130.93,,64724601.11,,,,78223091.04,86003157.64,92990706.19,90896085.89,79581568.05,116142782.4,90212425.99,,,,,,,,,,,,2.0,1.0,,2.0,,1.0,,,,0.0,2.0,,1.0,,,,,26.0,6.0,,,10.0,3.0,1.0,3.0,,1.0,0.0,0.0,,,,,,,1.0,,,,,,7.0,,,,,3.0,,1.0,0.0,0.0,20.0,2.0,,,,,,,1.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bermuda,,,,,,,BMU,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bhutan,,,,,,,BTN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,1.0,,,,,3.0,BUT,8000.0,0.0,27.0,0.0,197207.0,0.0,0.0,0.0,28908000.0,0.0,2671000000.0,2.0,118324.0,1206000000.0,0.0,0.0,2.0,397900.0,0.0,0.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,8420000000.0,0.0,4287.0,0.0,12205.0,0.0,0.0,1136.0,0.0,38394.0,0.0,0.0,0.0,2.0,857423.0,0.0,0.0,0.0,0.0
,Biafra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,Bolivia,34100.0,0.0,37100.0,71200.0,3.0,6.3,BOL,Country,Military expenditure (current USD),,4935417.964,5195618.571,6404292.358,,,,,11583123.79,12254609.23,16787135.93,15863843.46,20700640.94,21129139.97,39766636.07,58304466.42,66776055.56,73254329.6,97672439.47,119737096.1,159008134.9,238715537.6,123726843.5,89973482.6,144680785.7,131208000.2,92869207.22,103362387.2,92916951.67,101690872.4,137065127.5,143643960.1,141441910.3,109897118.0,134595240.4,140760862.8,146963017.8,180200446.9,228677000.4,176744242.1,173245422.5,184397571.0,160437935.8,173431324.8,168881603.1,169262316.4,179525489.2,221280687.8,327194708.2,345777777.8,327413146.1,403568566.1,499870043.4,564409840.8,625885094.1,575524224.9,552381263.9,574070189.6,618842083.1,,6.0,,,2.0,,,,26.0,3.0,6.0,4.0,2.0,4.0,2.0,2.0,1.0,14.0,17.0,1.0,2.0,2.0,12.0,16.0,23.0,17.0,16.0,1.0,11.0,54.0,39.0,30.0,2.0,,,18.0,15.0,,56.0,66.0,,11.0,25.0,16.0,9.0,2.0,,,,9.0,19.0,,,5.0,1.0,1.0,9.0,2.0,3.0,5.0,1.0,25.0,12.0,1.0,46.0,,27.0,7.0,1.0,34.0,26.0,767.0,BOL,50000.0,0.0,152.0,0.0,5173902.0,0.0,0.0,0.0,476970000.0,0.0,12810000000.0,63.0,3927462.0,10260000000.0,0.0,0.0,28.0,5719000.0,45.0,0.0,170.0,83000.0,60000.0,211500000.0,0.0,49.0,5.0,95000000000.0,3690.0,223419.0,0.0,90568.0,0.0,0.0,7252.0,0.0,1098581.0,0.0,0.0,36.0,63.0,11758869.0,40.0,21.0,14.0,10000.0
20.0,Bosnia and Herzegovina,10500.0,0.0,0.0,10500.0,2.7,2.7,BIH,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241025517.6,202282838.9,200100307.3,173304847.7,178375570.1,195049685.1,233292390.7,242471357.8,219915489.5,211878260.6,197344650.2,197617188.8,190380454.6,162215681.9,157912010.6,164638050.3,221131597.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,9000.0,0.0,332.0,0.0,2371365.0,20.0,0.0,0.0,178110000.0,0.0,10870000000.0,19.0,1969763.0,6474000000.0,0.0,0.0,19.0,806000.0,0.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,5.0,48000000000.0,965.0,49722.0,0.0,22926.0,143.0,57.0,1543.0,0.0,51197.0,0.0,0.0,320.0,19.0,3824782.0,679.0,0.0,0.0,0.0
,Bosnia-Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,,58.0,70.0,2.0,25.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,Botswana,9000.0,0.0,0.0,9000.0,4.0,4.0,BWA,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,5650505.962,14305862.29,24355619.03,31844060.6,31162681.75,23551463.59,24454614.24,26109660.57,20997913.35,34310908.18,73826342.81,93747094.76,102798415.8,156250839.8,172269188.2,177986045.6,185671482.9,170433762.3,165873977.8,140560134.8,160507675.1,181051047.4,169578756.2,184718394.6,210322093.6,223549258.8,301014357.8,314038897.1,283835745.1,272934274.8,306451402.7,332400254.3,330147278.7,348672725.3,363324481.2,326874161.7,306438573.6,346281450.3,383739877.5,514463449.2,522430455.5,529481042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,7.0,2.0,11.0,,,,4.0,,26.0,40.0,4.0,23.0,2.0,2.0,11.0,,11.0,32.0,71.0,2.0,,53.0,15.0,1.0,10.0,9.0,,,,,10.0,10.0,,6.0,9.0,,,5.0,,6.0,8.0,86.0,479.0,BOT,9000.0,0.0,223.0,0.0,987280.0,0.0,0.0,0.0,473400000.0,0.0,2187000000.0,46.0,592368.0,7491000000.0,0.0,0.0,16.0,1177000.0,0.0,0.0,0.0,21000.0,0.0,0.0,0.0,0.0,0.0,38000000000.0,888.0,23507.0,0.0,31747.0,20.0,12.0,4347.0,0.0,581730.0,0.0,0.0,45.0,46.0,2350667.0,40.0,9.0,10.0,0.0
22.0,Brazil,366500.0,1340000.0,395000.0,2101500.0,1.8,10.1,BRA,Country,Military expenditure (current USD),382729752.1,342339720.8,387449035.5,441999606.2,354227857.1,632869026.5,718216574.6,746139163.6,755307566.7,816622811.0,1026234374.0,1075071453.0,1195501488.0,1512670977.0,1790114213.0,2141126693.0,2576476982.0,2499644658.0,2690623102.0,2829161200.0,2259307479.0,2517859757.0,3031328924.0,2082669251.0,2013151758.0,2687049984.0,2758186568.0,4323674770.0,5874167753.0,8761486966.0,9236296955.0,6694665295.0,4993804467.0,7099899155.0,10591499118.0,14318919608.0,14073226545.0,13934266552.0,14357357047.0,9866973919.0,11344032535.0,10930231568.0,9664561903.0,8392905884.0,9780111585.0,13588619736.0,16404867307.0,20485758015.0,24452903036.0,25648809911.0,34002944470.0,36936209896.0,33987005074.0,32874787231.0,32659614241.0,24617701683.0,24224746901.0,29283050314.0,27766427104.0,,615.0,,133.0,112.0,379.0,55.0,152.0,139.0,129.0,237.0,212.0,62.0,128.0,25.0,150.0,57.0,218.0,236.0,110.0,219.0,181.0,520.0,599.0,256.0,539.0,582.0,554.0,892.0,406.0,368.0,64.0,75.0,91.0,124.0,88.0,138.0,233.0,128.0,746.0,148.0,178.0,90.0,58.0,313.0,248.0,545.0,474.0,240.0,365.0,121.0,631.0,223.0,110.0,85.0,223.0,178.0,188.0,179.0,155.0,310.0,306.0,327.0,223.0,206.0,217.0,109.0,94.0,267.0,153.0,155.0,17068.0,BRA,360000.0,0.0,1958.0,12.0,108857163.0,7491.0,2.0,77.0,18785000000.0,0.0,681336000000.0,679.0,86018503.0,374000000000.0,6.0,1.0,179.0,86621000.0,864.0,5.0,112.0,2956000.0,2600000.0,12630000000.0,400000.0,22.0,17.0,3300000000000.0,29850.0,3415127.0,1340000.0,2000000.0,78.0,136.0,16145.0,41.0,8514877.0,7.0,2.0,439.0,679.0,213445417.0,546.0,210.0,125.0,50000.0
,British Virgin Islands,,,,,,,VGB,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,Brunei,7200.0,700.0,450.0,8350.0,16.0,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,18.0,1.0,,5.0,18.0,2.0,1.0,15.0,1.0,0.0,,45.0,64.0,,8.0,12.0,85.0,60.0,,13.0,,,,3.0,3.0,,,,,17.0,32.0,7.0,5.0,,4.0,1.0,0.0,0.0,1.0,2.0,,,33.0,33.0,229.0,20.0,15.0,121.0,36.0,,,,,,917.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Brunei Darussalam,,,,,,,BRN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,97366249.74,101752153.3,110162485.9,104464429.9,178392184.5,186129028.9,231168587.6,245434285.5,251692787.5,233941291.9,261876080.2,285738475.2,328359479.2,369070790.2,293977055.4,258413177.9,244205202.0,217667939.2,226182431.5,243373245.0,199381149.3,248588079.8,293436463.5,323137150.8,361989034.5,349759722.8,390719540.0,415371529.0,411261473.9,412094279.8,527785231.7,424022039.2,403366488.7,346706804.4,346588691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,Bulgaria,36950.0,3000.0,0.0,39950.0,5.2,5.7,BGR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071428571.0,794520547.9,232176386.6,255770911.5,282674243.3,241993434.8,311147105.6,213616356.3,244369396.2,320389011.3,357224539.6,351343204.9,406003542.8,455950466.5,569054077.5,650748201.7,699433973.1,750992451.6,1032154228.0,1038051933.0,963254164.0,893467534.0,829031753.5,807529319.0,899584003.5,835716950.6,660847880.3,755406457.6,824187016.9,1095591047.0,156.0,68.0,102.0,349.0,650.0,365.0,305.0,514.0,599.0,165.0,474.0,523.0,494.0,538.0,326.0,372.0,218.0,329.0,250.0,526.0,764.0,395.0,465.0,290.0,299.0,388.0,366.0,490.0,873.0,320.0,562.0,947.0,573.0,727.0,906.0,598.0,918.0,435.0,243.0,334.0,757.0,340.0,41.0,1.0,1.0,1.0,122.0,,,7.0,,,,2.0,13.0,132.0,22.0,48.0,116.0,119.0,8.0,29.0,5.0,,,3.0,,,,2.0,44.0,20025.0,BUL,30000.0,0.0,594.0,2.0,3252015.0,354.0,2.0,6.0,1105760000.0,0.0,39059000000.0,66.0,2663884.0,28380000000.0,4.0,0.0,22.0,3113000.0,79.0,12.0,29.0,97000.0,1000.0,15000000.0,0.0,0.0,2.0,155060000000.0,5114.0,62273.0,3000.0,19512.0,192.0,506.0,1806.0,0.0,110880.0,0.0,0.0,410.0,66.0,6919180.0,350.0,20.0,7.0,470.0
25.0,Burkina Faso,11200.0,0.0,250.0,11450.0,0.6,0.6,BFA,Country,Military expenditure (current USD),1268378.23,1643154.204,4901760.716,5281287.753,5358593.135,3509330.33,3907553.79,3695106.93,3760628.522,4023680.475,4185916.94,4343468.092,4947862.936,6079259.183,6269084.564,18062366.73,19531282.7,22903777.27,32372283.48,32032417.9,35360658.84,33915894.76,32866107.13,29317755.98,26968328.69,27106616.84,51180170.14,50712557.85,57186887.27,66816506.17,84465502.36,69505542.22,71116618.56,60526975.63,30259093.49,36862814.24,37141874.14,38549246.23,39494738.56,41741175.48,36658539.05,36832965.23,42468449.96,50757054.37,65684242.41,73843342.16,72632867.33,107816728.5,116999586.9,127333296.6,123700474.7,138850860.2,147729698.9,166136345.2,177166954.9,147934736.7,149467363.2,191065838.8,312467611.0,,,,,,,,,,,,1.0,,,1.0,0.0,0.0,,0.0,1.0,1.0,1.0,,,,8.0,8.0,9.0,,,0.0,9.0,1.0,16.0,9.0,2.0,3.0,,12.0,,,2.0,,7.0,,,,,,0.0,,,,,,12.0,3.0,4.0,,2.0,0.0,15.0,4.0,,,5.0,7.0,2.0,23.0,10.0,2.0,180.0,BKF,12000.0,0.0,265.0,2.0,7911584.0,0.0,0.0,3.0,434250000.0,0.0,3056000000.0,18.0,5623639.0,49000000.0,0.0,0.0,10.0,8501000.0,0.0,0.0,0.0,23000.0,0.0,0.0,250.0,0.0,0.0,45160000000.0,622.0,342123.0,0.0,15304.0,0.0,0.0,3611.0,0.0,274200.0,0.0,0.0,0.0,18.0,21382659.0,0.0,4.0,1.0,0.0
26.0,Burundi,30050.0,0.0,21000.0,51050.0,2.5,4.3,BDI,Country,Military expenditure (current USD),,,8420000.0,1012000.0,1162000.0,2153481.481,2286857.143,2376000.0,2590857.143,3337142.857,,2628571.429,3600000.0,5923067.599,7682539.683,8533333.333,9971014.493,13955555.56,17033333.33,20000000.0,27763333.33,29995555.56,36665555.56,34369644.2,29938434.04,32220298.12,34607737.52,30784856.43,34255493.43,37903281.72,39602347.38,42751758.83,38986476.43,36267402.59,41909745.03,42108929.88,50893980.78,61870123.83,58736036.23,50571188.26,42321552.22,53230373.11,44910067.05,43413201.31,44872377.15,49557129.38,44717502.04,46308706.22,43856319.95,,,,58966662.28,60859500.09,62177294.74,66164584.44,66462843.08,63908678.43,65436595.26,,,,,,,,,,,,,,,,,5.0,2.0,,3.0,,,,0.0,,,,,,,1.0,5.0,3.0,9.0,2.0,,,,,6.0,6.0,,,,,,,,,,,1.0,3.0,,,,,,,1.0,2.0,,5.0,,,1.0,3.0,,,2.0,,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cabo Verde,,,,,,,CPV,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,3687650.142,3394021.938,4454431.91,4967860.701,5078572.172,,,,3557902.66,2735413.408,3431398.887,6206630.034,4261939.788,4099737.381,4513154.879,5004734.208,6801072.798,4638556.172,4520858.938,5782831.643,6452150.492,7082416.548,6985154.839,7943659.594,10758715.97,8402927.293,8239369.292,9757536.562,9736385.839,9815667.259,10049332.21,8922219.455,10171216.5,9354384.166,10714071.13,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,18.0,,,26.0,,,,,,,,,,4.0,,,,,,9.0,,1.0,,,,,,,,,2.0,,,10.0,,,,,,,3.0,,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,Cambodia,124300.0,0.0,67000.0,191300.0,7.6,11.6,KHM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29090909.09,43294683.66,62293735.89,44626255.11,107258619.0,123101153.5,113563610.9,103419601.2,83323986.09,88172003.48,81025841.31,70846940.89,65182716.1,67525224.43,69218798.63,70959071.47,75881313.59,79015425.88,82630723.43,136589738.0,167857928.0,192159418.5,217305727.7,243470109.9,277969040.2,325188062.3,382100547.3,463810835.2,543205183.3,,,,,4.0,18.0,36.0,10.0,4.0,2.0,1.0,2.0,5.0,11.0,39.0,40.0,37.0,20.0,15.0,18.0,6.0,22.0,106.0,123.0,23.0,,,,43.0,,34.0,,,13.0,67.0,68.0,134.0,50.0,10.0,119.0,45.0,,,2.0,72.0,1.0,28.0,21.0,,,,,,,,,14.0,56.0,,4.0,34.0,,77.0,67.0,,,,,5.0,1.0,,1506.0,CMB,100000.0,0.0,449.0,0.0,8306094.0,443.0,0.0,0.0,632250000.0,0.0,11870000000.0,23.0,5814266.0,12200000000.0,0.0,0.0,19.0,8913000.0,245.0,0.0,27.0,45000.0,0.0,0.0,10000.0,20.0,2.0,70000000000.0,642.0,311479.0,0.0,47263.0,97.0,0.0,2530.0,0.0,181035.0,0.0,0.0,539.0,23.0,17304363.0,200.0,0.0,4.0,3700.0
